4091885	0	29
4091886	0	24
4091887	0	1
4091888	0	2
4091889	0	1
4091890	0	2
4091891	0	1
4091892	0	1
4091893	0	1
4091894	0	1
4091895	0	580
4091896	0	3
4091897	0	1
4091898	0	1
4091899	0	1
4091900	0	2
4091901	0	1
4091902	0	1
4091903	0	1
4091904	0	1
4091905	0	3
4091906	0	1
4091907	0	3
4091908	0	1725
4091909	0	1
4091910	0	6
4091911	0	4
4091912	0	4
4091913	0	1
4091914	0	1
4091915	0	1
4091916	0	1
4091917	0	1
4091918	0	1
4091919	0	1
4091920	0	1
4091921	0	1
4091922	0	1
4091923	0	2
4091924	0	1
4091925	0	1
4091926	0	1
4091927	0	1
4091928	0	1
4091929	0	1
4091930	0	2
4091931	0	1
4091932	0	1
4091933	0	1
4091934	0	1
4091935	0	1
4091936	0	1
4091937	0	4652
4091938	0	2
4091939	0	35
4091940	0	24
4091941	0	2
4091942	0	2
4091943	0	1
4091944	0	1
4091945	0	1
4091946	0	1
4091947	0	2
4091948	0	2
4091949	0	1
4091950	0	4
4091951	0	1
4091952	0	1
4091953	0	1
4091954	0	1
4091955	0	2
4091956	0	1
4091957	0	1
4091958	0	1
4091959	0	1
4091960	0	2
4091961	0	1
4091962	0	1
4091963	0	1
4091964	0	1
4091965	0	1
4091966	0	1
4091967	0	1
4091968	0	1
4091969	0	1
4091970	0	1
4091971	0	1
4091972	0	1
4091973	0	312
4091974	0	1
4091975	0	1
4091976	1	1
4091977	1	110
4091978	1	157
4091979	1	1
4091980	1	1
4091981	1	161
4091982	1	1
4091983	1	1
4091984	1	1
4091985	1	1
4091986	1	1
4091987	1	2
4091988	1	2
4091989	1	161
4091990	1	1
4091991	1	10
4091992	1	25
4091993	1	1
4091994	1	1
4091995	1	1
4091996	1	30
4091997	1	11
4091998	1	27
4091999	1	6
4092000	1	37
4092001	1	2
4092002	1	16
4092003	1	6
4092004	1	6
4092005	1	51
4092006	1	2
4092007	1	1
4092008	1	1
4092009	1	5
4092010	1	7
4092011	1	1
4092012	1	8
4092013	1	1
4092014	1	1
4092015	1	1
4092016	1	1
4092017	1	1
4092018	1	1
4092019	1	1
4092020	1	1
4092021	1	1
4092022	1	1
4092023	1	1
4092024	1	1
4092025	1	1
4092026	1	1
4092027	1	1
4092028	1	1
4092029	1	1
4092030	1	1
4092031	1	1
4092032	1	1
4092033	2	1
4092034	2	46
4092035	2	1
4092036	2	2
4092037	2	1
4092038	2	21
4092039	2	1
4092040	2	1
4092041	2	1
4092042	2	2
4092043	2	1
4092044	2	1
4092045	2	1
4092046	2	1
4092047	2	1
4092048	2	175
4092049	2	1
4092050	2	2
4091955	2	1
4092051	2	1
4092052	2	1
4092053	2	1
4092054	2	63
4092055	2	34
4092056	2	1
4092057	2	1
4092058	2	1
4092059	2	1
4092060	2	1
4092061	2	1
4092062	2	1
4092063	2	3
4092064	2	3
4092065	2	1
4092066	2	1
4092067	2	1
4092068	2	16
4092069	2	1
4092070	2	4
4092071	2	2
4092072	2	1
4092073	2	1
4092074	2	1
4092075	2	1
4092076	2	339
4092077	2	1
4092078	2	1
4092079	2	7
4092080	2	1
4092081	2	1
4092082	2	3
4092083	2	6
4092084	2	77
4092085	2	1
4092086	2	379
4092087	2	2
4092088	2	1
4092089	2	1
4092090	2	4
4092091	2	1
4092092	3	1
4092093	3	1
4092094	3	3
4092095	3	9
4092096	3	1
4092097	3	1
4092098	3	1
4092099	3	2
4092100	3	2
4092101	3	71
4092102	3	1
4092103	3	1
4092104	3	5
4092105	3	2
4092106	3	1
4092107	3	1
4092108	3	1
4092109	3	95
4092110	3	2
4092111	3	1
4092112	3	6
4092113	3	1
4092114	3	3
4092115	3	1
4092116	3	1
4092117	3	6
4092118	3	5
4092119	3	10
4092120	3	7
4092121	3	4
4092122	3	1
4092123	3	1
4092124	3	47
4092125	3	10
4092126	3	4
4092127	3	1
4092128	3	1
4092129	3	1
4092130	3	1
4092131	3	1
4092132	3	1
4092133	3	1
4092134	3	15
4092135	3	3
4092136	3	1
4092137	3	1
4092138	3	1
4092139	3	1
4092140	3	1
4092141	3	2
4092142	3	30
4092143	3	1
4092144	3	1
4092145	3	22
4092146	3	8
4092147	3	1
4092148	3	1
4092149	3	1
4092150	3	1
4092151	3	1
4092152	3	4
4092153	3	17
4092154	3	1
4092155	3	38
4092156	3	1
4092157	3	21
4092158	3	1
4092159	3	1
4092160	3	1
4092161	3	1
4092162	3	5
4092163	3	1
4092164	3	1
4092165	3	1
4092166	3	2
4092167	3	1
4092168	3	1
4092169	3	1
4092170	3	1
4092171	3	1
4092057	3	1
4092172	3	1
4092173	3	1
4092174	3	1
4092175	3	1
4092176	3	1
4092177	3	6
4092178	3	1
4092179	3	7
4092180	3	1
4092181	3	1
4092182	3	1
4092183	3	1
4092184	3	36
4092185	3	1
4092186	3	2
4092187	3	2
4092188	3	1
4092189	3	1
4092190	3	1
4092191	3	1
4092192	3	1
4092193	3	1
4092067	3	1
4092194	3	1
4092195	3	141
4092196	3	2
4092197	3	11
4092198	3	2
4092199	3	550
4092200	3	3
4092201	3	1069
4092202	3	1
4092203	3	1
4092204	3	2
4092205	3	2
4092206	3	1
4092207	3	1
4092208	3	1
4092209	3	1
4092210	3	1
4092211	3	1
4092212	3	1
4092213	3	2
4092214	3	1
