4092215	3	1
4092216	3	1
4092217	3	6
4092218	3	1
4092219	3	1
4092220	3	2
4092221	3	2
4092072	3	1
4092222	3	1
4092223	3	1
4092224	3	1
4092225	3	1
4092226	3	1
4092227	3	3
4092228	3	2
4092229	3	1
4092230	3	1
4092231	3	403
4092232	3	1
4092233	3	1
4092234	3	313
4092235	3	1
4092236	3	2
4092237	3	14
4092238	3	7
4092239	3	2
4092240	3	1
4092241	3	4
4092242	3	566
4092243	3	2
4092244	3	14
4092245	3	10
4092246	3	1
4092247	3	1
4092248	4	2
4092249	4	3
4092250	4	1
4092251	4	10
4092252	4	1
4092253	4	1
4092254	4	4
4092255	5	1
4092256	5	24
4092257	5	1
4092258	5	1
4092259	5	1
4092260	5	2
4092261	5	2
4092262	5	8
4092263	5	1
4092264	5	1
4092265	5	1
4092266	5	1
4092267	5	2
4092268	5	4
4092269	5	1
4092270	5	23
4092271	5	339
4092272	5	125
4092273	5	2
4092274	5	1
4092067	5	1
4092071	5	1
4092275	5	1
4092276	5	1
4092277	5	18
4092278	5	1
4092279	5	59
4092280	5	1
4092281	5	2
4092107	6	13
4092282	6	1
4092283	6	1
4092284	6	6
4092285	6	6
4092286	6	40
4092287	6	13
4092288	6	1
4092289	6	121
4092290	6	733
4092291	6	1
4092292	6	3
4092293	6	78
4092294	6	1
4092295	6	3
4092296	6	1
4092297	6	1
4092298	6	1
4092299	6	1
4092300	6	1
4092301	7	1
4092302	7	5
4092303	7	1
4092304	7	1
4092305	7	1
4092306	7	1
4092307	7	1
4092308	7	1
4092309	7	2
4092310	7	1
4092311	7	1
4092312	7	8
4092313	7	11
4092314	7	15
4092315	7	17
4092316	7	1
4092317	7	1
4092318	7	90
4092319	7	8
4092320	7	1
4092321	7	1
4092322	7	2
4092323	7	9
4092324	7	80
4092325	7	1
4092326	7	7
4092327	7	7
4092328	8	1
4092329	8	2
4092330	8	1
4092331	8	1
4092332	8	40
4092333	8	37
4092334	8	1
4092335	8	1
4092336	8	1
4092337	8	8
4092338	8	1
4092339	8	2
4092340	8	2
4092341	8	1
4092342	9	2
4092343	9	3
4092344	9	1
4092345	9	1
4092346	9	1
4092347	9	19
4092348	9	2
4092349	9	1
4092350	10	1
4092351	10	2
4092352	10	1
4092353	10	1
4092354	10	1
4092355	10	1
4092356	10	1
4092357	10	1
4092358	10	1
4092359	10	1
4092360	10	1
4092361	10	1
4092362	10	6
4092363	10	72
4092364	10	22
4092365	10	3
4092366	10	4
4092367	10	1
4092368	10	1
4092369	10	1
4092370	10	1
4091955	10	1
4092371	10	1
4092372	10	1
4092373	10	1
4092374	10	1
4092375	10	2
4092376	10	1
